#,Title,R.,Conf.,R0. Avg.,R. Avg.,Conf. Avg.,Corr.,Status
2509,Relaxing the Additivity Constraints in Decentralized No-Regret High-Dimensional Bayesian Optimization,"5,5,5,8","4,4,3,3",5.25,5.75,3.5,-0.58,Poster
2510,Unmasking and Improving Data Credibility: A Study with Datasets for Training Harmless Language Models,"5,6,6,6","3,3,3,3",5,5.75,3,0,Poster
2513,GnnX-Bench: Unravelling the Utility of Perturbation-based GNN Explainers through In-depth Benchmarking,"3,6,6,8","4,2,3,4",5,5.75,3.25,-0.13,Poster
2517,"Pre-training Sequence, Structure, and Surface Features for Comprehensive Protein Representation Learning","5,6,6,6","5,3,2,4",5.75,5.75,3.5,-0.77,Poster
2518,Progressive3D: Progressively Local Editing for Text-to-3D Content Creation with Complex Semantic Prompts,"5,6,6,6","4,3,5,4",5,5.75,4,0,Poster
2521,Achieving Sample and Computational Efficient Reinforcement Learning by Action Space Reduction via Grouping,"5,6,6,6","3,3,3,3",5.5,5.75,3,0,Poster
2524,Bootstrapping Variational Information Pursuit with Foundation Models for Interpretable Image Classification,"5,6,6,6","4,3,4,4",5.5,5.75,3.75,-0.33,Poster
2525,Symmetric Neural-Collapse Representations with Supervised Contrastive Loss: The Impact of ReLU and Batching,"5,6,6,6","3,4,4,4",5.75,5.75,3.75,1,Poster
2527,ReSimAD: Zero-Shot 3D Domain Transfer for Autonomous Driving with Source Reconstruction and Target Simulation,"5,6,6,6","4,4,3,3",4.75,5.75,3.5,-0.58,Poster
2528,Fixed Non-negative Orthogonal Classifier: Inducing Zero-mean Neural Collapse with Feature Dimension Separation,"5,6,6,6","4,3,3,4",5.25,5.75,3.5,-0.58,Poster
2530,Navigating the Design Space of Equivariant Diffusion-Based Generative Models for De Novo 3D Molecule Generation,"3,6,6,8","4,4,3,4",4.75,5.75,3.75,-0.08,Poster
2534,CircuitNet 2.0: An Advanced Dataset for Promoting Machine Learning Innovations in Realistic Chip Design Environment,"5,6,6,6","4,5,4,4",5,5.75,4.25,0.33,Poster
2537,ADDP: Learning General Representations for Image Recognition and Generation with Alternating Denoising Diffusion Process,"5,6,6,6","3,3,2,4",5.75,5.75,3,0,Poster
2539,Going Beyond Neural Network Feature Similarity: The Network Feature Complexity and Its Interpretation Using Category Theory,"3,6,6,8","4,4,4,4",5,5.75,4,0,Poster
2542,S$2$AC: Energy-Based Reinforcement Learning with Stein Soft Actor Critic,"3,5,6,6,6,6,8","4,5,3,4,3,3,3",5.71,5.71,3.57,-0.55,Poster
2545,Graph Lottery Ticket Automated,"5,6,6","3,4,3",5.67,5.67,3.33,0.5,Poster
2548,Matrix Manifold Neural Networks++,"3,6,8","5,4,4",5.33,5.67,4.33,-0.92,Poster
2553,CoLiDE: Concomitant Linear DAG Estimation,"3,6,8","3,4,5",4.67,5.67,4,0.99,Poster
2554,Local Composite Saddle Point Optimization,"5,6,6","4,4,3",4.5,5.67,3.67,-0.5,Poster
2558,On Stationary Point Convergence of PPO-Clip,"3,6,8","4,2,4",5,5.67,3.33,-0.11,Poster
2559,Debiasing Algorithm through Model Adaptation,"3,6,8","4,3,3",5.67,5.67,3.33,-0.92,Poster
2560,Empirical Likelihood for Fair Classification,"5,6,6","3,3,4",5,5.67,3.33,0.5,Poster
2564,Decoupling regularization from the action space,"5,6,6","3,3,3",4.5,5.67,3,0,Poster
2565,Learning with Language-Guided State Abstractions,"5,6,6","5,3,4",4.67,5.67,4,-0.87,Poster
2571,Modelling complex vector drawings with stroke-clouds,"5,6,6","4,5,4",5.67,5.67,4.33,0.5,Poster
2583,Neural Common Neighbor with Completion for Link Prediction,"3,6,8","4,4,4",5.67,5.67,4,0,Poster
2584,Boosting Selective Rationalization with Shortcuts Discovery,"5,6,6","3,4,3",4.67,5.67,3.33,0.5,Poster
2585,Does Writing with Language Models Reduce Content Diversity?,"5,6,6","3,4,4",5.33,5.67,3.67,1,Poster
2587,Adaptive Window Pruning for Efficient Local Motion Deblurring,"3,6,8","5,4,5",5.67,5.67,4.67,-0.11,Poster
2590,Statistical Rejection Sampling Improves Preference Optimization,"5,6,6","4,3,4",5.33,5.67,3.67,-0.5,Poster
2595,Enhancing Instance-Level Image Classification with Set-Level Labels,"5,6,6","4,3,3",4.67,5.67,3.33,-1,Poster
2598,Skeleton-of-Thought: Large Language Models Can Do Parallel Decoding,"3,5,6,6,6,8","4,4,4,3,3,4",5.33,5.67,3.67,-0.16,Poster
2604,Benign Overfitting and Grokking in ReLU Networks for XOR Cluster Data,"5,6,6","4,4,4",4.67,5.67,4,0,Poster
2606,Flat Minima in Linear Estimation and an Extended Gauss Markov Theorem,"5,6,6","3,4,4",5.33,5.67,3.67,1,Poster
2607,Pre-training with Synthetic Data Helps Offline Reinforcement Learning,"5,6,6","3,5,2",5.33,5.67,3.33,0.19,Poster
2608,TimeMixer: Decomposable Multiscale Mixing for Time Series Forecasting,"3,6,8","3,4,3",5.33,5.67,3.33,0.11,Poster
2609,Understanding the Effects of RLHF on LLM Generalisation and Diversity,"3,6,8","4,4,4",5.67,5.67,4,0,Poster
2611,Fine-Tuned Language Models Generate Stable Inorganic Materials as Text,"5,6,6","3,5,3",5.67,5.67,3.67,0.5,Poster
2621,Fine-Tuning Enhances Existing Mechanisms: A Case Study on Entity Tracking,"5,6,6","4,3,4",5.67,5.67,3.67,-0.5,Poster
2624,Prioritized Soft Q-Decomposition for Lexicographic Reinforcement Learning,"5,6,6","4,3,4",5,5.67,3.67,-0.5,Poster
2626,Symbol as Points: Panoptic Symbol Spotting via Point-based Representation,"3,6,8","4,3,5",4.67,5.67,4,0.4,Poster
2628,Benign Oscillation of Stochastic Gradient Descent with Large Learning Rate,"3,6,8","4,3,3",5.67,5.67,3.33,-0.92,Poster
2629,DFormer: Rethinking RGBD Representation Learning for Semantic Segmentation,"3,6,8","5,5,5",4.67,5.67,5,0,Poster
2631,Group Preference Optimization: Few-Shot Alignment of Large Language Models,"5,6,6","4,4,4",5.33,5.67,4,0,Poster
2633,Reverse Forward Curriculum Learning for Extreme Sample and Demo Efficiency,"3,6,8","4,3,4",6,5.67,3.67,-0.11,Poster
2637,Causal Fairness under Unobserved Confounding: A Neural Sensitivity Framework,"5,6,6","3,3,4",4.5,5.67,3.33,0.5,Poster
2639,Efficient local linearity regularization to overcome catastrophic overfitting,"5,6,6","4,3,5",4.33,5.67,4,0,Poster
2641,Protein-ligand binding representation learning from fine-grained interactions,"5,6,6","4,5,3",4.33,5.67,4,0,Poster
2649,Retrieval-augmented Vision-Language Representation for Fine-grained Recognition,"3,6,8","4,3,3",5.67,5.67,3.33,-0.92,Poster
2659,NP-GL: Extending Power of Nature from Binary Problems to Real-World Graph Learning,"5,6,6","4,4,3",5.33,5.67,3.67,-0.5,Poster
2661,Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization,"3,6,8","4,3,4",5,5.67,3.67,-0.11,Spotlight
2664,A Stochastic Centering Framework for Improving Calibration in Graph Neural Networks,"5,6,6","3,3,4",5.33,5.67,3.33,0.5,Poster
2665,COCO-Periph: Bridging the Gap Between Human and Machine Perception in the Periphery,"3,6,8","4,4,4",4,5.67,4,0,Poster
2670,Probabilistic Self-supervised Representation Learning via Scoring Rules Minimization,"5,6,6","5,3,3",5.33,5.67,3.67,-1,Poster
2671,Correlated Noise Provably Beats Independent Noise for Differentially Private Learning,"1,8,8","4,2,3",4.33,5.67,3,-0.87,Poster
2672,On the generalization capacity of neural networks during generic multimodal reasoning,"3,6,8","3,4,4",5.67,5.67,3.67,0.92,Poster
2675,Adversarial Training on Purification (AToP): Advancing Both Robustness and Generalization,"5,6,6","5,4,4",5,5.67,4.33,-1,Poster
2676,Disentangling Time Series Representations via Contrastive based $l$-Variational Inference,"1,8,8","3,5,4",5.67,5.67,4,0.87,Poster
2681,AutoCast++: Enhancing World Event Prediction with Zero-shot Ranking-based Context Retrieval,"3,6,8","3,4,4",4.33,5.67,3.67,0.92,Poster
2682,"Ito Diffusion Approximation of Universal Ito Chains for Sampling, Optimization and Boosting","3,6,8","4,3,3",5.67,5.67,3.33,-0.92,Poster
2685,Differentiable Learning of Generalized Structured Matrices for Efficient Deep Neural Networks,"5,6,6","3,5,3",5.67,5.67,3.67,0.5,Poster
2686,REValueD: Regularised Ensemble Value-Decomposition for Factorisable Markov Decision Processes,"5,6,6","4,4,3",5,5.67,3.67,-0.5,Poster
2687,Tractable Probabilistic Graph Representation Learning with Graph-Induced Sum-Product Networks,"5,6,6","3,2,3",5.67,5.67,2.67,-0.5,Poster
2689,Enhancing Neural Subset Selection: Integrating Background Information into Set Representations,"5,6,6","3,4,3",5,5.67,3.33,0.5,Poster
2691,LRR: Language-Driven Resamplable Continuous Representation against Adversarial Tracking Attacks,"5,6,6","5,4,4",5.67,5.67,4.33,-1,Poster
2695,UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition,"3,6,8","5,4,4",5.33,5.67,4.33,-0.92,Poster
2696,ArchLock: Locking DNN Transferability at the Architecture Level with a Zero-Cost Binary Predictor,"3,6,8","5,4,4",5,5.67,4.33,-0.92,Poster
2699,Flow to Better: Offline Preference-based Reinforcement Learning via Preferred Trajectory Generation,"5,6,6","5,3,4",4.67,5.67,4,-0.87,Poster
2706,Provably Efficient Iterated CVaR Reinforcement Learning with Function Approximation and Human Feedback,"3,6,8","4,4,3",5.67,5.67,3.67,-0.8,Poster
2708,Bridging the Gap between Binary Neural Networks and Spiking Neural Networks for Efficient Computer Vision,"5,6,6","4,4,5",4.33,5.67,4.33,0.5,Poster
2709,Harnessing Explanations: LLM-to-LM Interpreter for Enhanced Text-Attributed Graph Representation Learning,"5,6,6","5,3,5",4.67,5.67,4.33,-0.5,Poster
2714,The Joint Effect of Task Similarity and Overparameterization on Catastrophic Forgetting - An Analytical Model,"3,3,6,6,8,8","4,4,3,4,5,5",5.17,5.67,4.17,0.51,Poster
2720,Towards Imitation Learning to Branch for MIP: A Hybrid Reinforcement Learning based Sample Augmentation Approach,"5,6,6","4,5,3",5.33,5.67,4,0,Poster
2725,MAPE-PPI: Towards Effective and Efficient Protein-Protein Interaction Prediction via Microenvironment-Aware Protein Embedding,"3,6,8","4,4,5",5.67,5.67,4.33,0.8,Spotlight
2727,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,"5,6,6","4,4,3",5.67,5.67,3.67,-0.5,Poster
2729,Do Generated Data Always Help Contrastive Learning?,"3,5,6,6,8","3,3,4,4,3",5.2,5.6,3.4,0.2,Poster
2731,The Trickle-down Impact of Reward Inconsistency on RLHF,"5,5,6,6,6","4,5,4,3,4",4.8,5.6,4,-0.65,Poster
2732,Tag2Text: Guiding Vision-Language Model via Image Tagging,"3,5,6,6,8","5,3,4,5,5",5.6,5.6,4.4,0.12,Poster
2734,BadEdit: Backdooring Large Language Models by Model Editing,"3,5,6,6,8","5,4,4,3,2",5.6,5.6,3.6,-0.94,Poster
2736,Uncertainty-aware Graph-based Hyperspectral Image Classification,"5,5,6,6,6","4,2,4,2,3",5.4,5.6,3,0,Poster
2737,A Symmetry-Aware Exploration of Bayesian Neural Network Posteriors,"3,5,6,6,8","4,4,4,3,3",4.8,5.6,3.6,-0.7,Poster
2738,GeoLLM: Extracting Geospatial Knowledge from Large Language Models,"3,5,6,6,8","4,5,4,3,4",5.4,5.6,4,-0.19,Poster
2739,Constraint-Free Structure Learning with Smooth Acyclic Orientations,"5,5,6,6,6","5,3,3,4,3",5,5.6,3.6,-0.41,Poster
2740,Multi-Task Reinforcement Learning with Mixture of Orthogonal Experts,"5,5,6,6,6","5,4,3,3,3",5.2,5.6,3.6,-0.92,Poster
2742,SliceGPT: Compress Large Language Models by Deleting Rows and Columns,"5,5,6,6,6","3,5,4,4,4",5,5.6,4,0,Poster
2743,Logical Languages Accepted by Transformer Encoders with Hard Attention,"3,3,6,8,8","3,3,2,3,3",5.6,5.6,2.8,-0.09,Poster
2746,ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,"5,5,6,6,6","3,4,4,4,4",5.2,5.6,3.8,0.61,Poster
2749,MMICL: Empowering Vision-language Model with Multi-Modal In-Context Learning,"3,5,6,6,8","4,5,5,4,4",5.2,5.6,4.4,-0.05,Poster
2751,Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,"3,3,6,8,8","4,4,5,4,4",5.6,5.6,4.2,0.09,Poster
2753,A Flexible Generative Model for Heterogeneous Tabular EHR with Missing Modality,"5,5,6,6,6","4,5,3,4,2",5,5.6,3.6,-0.72,Poster
2756,Curriculum reinforcement learning for quantum architecture search under hardware errors,"5,5,6,6,6","3,4,4,5,4",5.2,5.6,4,0.65,Poster
2761,$\mathbb{D}^2$ Pruning: Message Passing for Balancing Diversity & Difficulty in Data Pruning,"5,5,6,6,6","4,5,4,3,5",4.8,5.6,4.2,-0.33,Poster
2768,Language Model Inversion,"5,5,6,6","4,3,4,4",5.25,5.5,3.75,0.58,Poster
2769,Let's Verify Step by Step,"3,5,6,8","3,4,3,3",5.5,5.5,3.25,-0.16,Poster
2771,Universal Backdoor Attacks,"5,5,6,6","3,3,4,4",5.5,5.5,3.5,1,Poster
2772,Context-Aware Meta-Learning,"5,5,6,6","3,5,3,3",5.25,5.5,3.5,-0.58,Poster
2773,Unsupervised Order Learning,"5,5,6,6","5,3,5,4",5.25,5.5,4.25,0.3,Poster
2775,Dynamic Neural Response Tuning,"3,5,6,8","3,3,3,4",5.25,5.5,3.25,0.8,Poster
2786,Locality-Aware Graph Rewiring in GNNs,"3,5,6,8","3,4,4,3",4.75,5.5,3.5,0,Poster
2788,Understanding Addition in Transformers,"3,3,8,8","4,4,3,3",5.5,5.5,3.5,-1,Poster
2789,A Dynamical View of the Question of Why,"3,5,6,8","4,4,3,3",5,5.5,3.5,-0.83,Poster
2804,Learning Planning Abstractions from Language,"3,5,6,8","3,3,4,3",4.75,5.5,3.25,0.16,Poster
2808,OWL: A Large Language Model for IT Operations,"5,5,6,6","3,3,3,3",5.5,5.5,3,0,Poster
2814,How do Language Models Bind Entities in Context?,"5,5,6,6","2,3,2,3",5.25,5.5,2.5,0,Poster
2816,Understanding In-Context Learning from Repetitions,"5,5,6,6","1,4,3,4",4.75,5.5,3,0.41,Poster
2818,Neural Processing of Tri-Plane Hybrid Neural Fields,"3,5,6,8","5,4,4,4",5.5,5.5,4.25,-0.8,Poster
2819,VONET: ADVANCING UNSUPERVISED VIDEO OBJECT LEARNING,"5,5,6,6","4,4,3,2",6,5.5,3.25,-0.9,Poster
2823,In defense of parameter sharing for model-compression,"3,5,6,8","4,4,2,3",5.5,5.5,3.25,-0.59,Poster
2825,The optimality of kernel classifiers in Sobolev space,"5,5,6,6","2,3,4,2",5,5.5,2.75,0.3,Poster
2829,Partitioning Message Passing for Graph Fraud Detection,"5,5,6,6","4,4,4,3",4.75,5.5,3.75,-0.58,Poster
2832,Improving LoRA in Privacy-preserving Federated Learning,"5,5,6,6","3,3,4,4",5.5,5.5,3.5,1,Poster
2833,Jointly Training Large Autoregressive Multimodal Models,"5,5,6,6","3,4,3,3",5.5,5.5,3.25,-0.58,Poster
2843,Are Models Biased on Text without Gender-related Language?,"5,5,6,6","3,4,4,4",5.25,5.5,3.75,0.58,Poster
2845,The Marginal Value of Momentum for Small Learning Rate SGD,"5,5,6,6","3,3,3,3",5.5,5.5,3,0,Poster
2849,Image Inpainting via Tractable Steering of Diffusion Models,"5,5,6,6","3,3,5,3",5.5,5.5,3.5,0.58,Poster
2851,Dynamics-Informed Protein Design with Structure Conditioning,"5,5,6,6","4,3,4,4",5.25,5.5,3.75,0.58,Poster
2854,AutoVP: An Automated Visual Prompting Framework and Benchmark,"3,5,6,8","3,4,5,4",4.75,5.5,4,0.59,Poster
2860,Let Models Speak Ciphers: Multiagent Debate through Embeddings,"5,5,6,6","5,4,3,4",5,5.5,4,-0.71,Poster
2861,A Semantic Invariant Robust Watermark for Large Language Models,"3,5,6,8","4,3,3,5",4.75,5.5,3.75,0.42,Poster
2872,Understanding Certified Training with Interval Bound Propagation,"5,5,6,6","5,5,3,3",4.75,5.5,4,-1,Poster
2874,ControlVideo: Training-free Controllable Text-to-video Generation,"5,5,6,6","5,5,4,4",5.25,5.5,4.5,-1,Poster
2881,AGILE3D: Attention Guided Interactive Multi-object 3D Segmentation,"3,5,6,8","4,4,3,3",5.5,5.5,3.5,-0.83,Poster
2886,Synaptic Weight Distributions Depend on the Geometry of Plasticity,"1,5,8,8","4,2,4,4",4.5,5.5,3.5,0.1,Spotlight
2887,Think before you speak: Training Language Models With Pause Tokens,"3,3,8,8","4,4,4,3",5.5,5.5,3.75,-0.58,Poster
2888,USB-NeRF: Unrolling Shutter Bundle Adjusted Neural Radiance Fields,"3,3,8,8","3,4,5,4",5.5,5.5,4,0.71,Poster
2889,Vision-by-Language for Training-Free Compositional Image Retrieval,"5,5,6,6","5,4,4,4",5,5.5,4.25,-0.58,Poster
2898,Memory-Assisted Sub-Prototype Mining for Universal Domain Adaptation,"3,5,6,8","4,4,4,5",5.5,5.5,4.25,0.8,Poster
2901,Theoretical Understanding of Learning from Adversarial Perturbations,"5,5,6,6","3,3,4,3",5.5,5.5,3.25,0.58,Poster
2909,Amortized Network Intervention to Steer the Excitatory Point Processes,"5,5,6,6","3,2,3,4",5.5,5.5,3,0.71,Poster
2915,Geometry-Aware Projective Mapping for Unbounded Neural Radiance Fields,"5,5,6,6","3,4,5,2",5,5.5,3.5,0,Poster
2916,Harnessing Overlap in Blockwise Transformers for Near-Infinite Context,"3,5,6,8","5,4,4,3",5.5,5.5,4,-0.98,Poster
2918,Patched Denoising Diffusion Models For High-Resolution Image Synthesis,"5,5,6,6","4,4,2,4",5.5,5.5,3.5,-0.58,Poster
2920,VCR-Graphormer: A Mini-batch Graph Transformer via Virtual Connections,"5,5,6,6","5,4,5,4",5.5,5.5,4.5,0,Poster
2926,Federated Q-Learning: Linear Regret Speedup with Low Communication Cost,"5,5,6,6","3,3,3,4",5.5,5.5,3.25,0.58,Poster
2935,Maximally discriminative stimuli for functional cell type identification,"5,5,6,6","2,2,4,2",4.5,5.5,2.5,0.58,Poster
2942,ED-NeRF: Efficient Text-Guided Editing of 3D Scene With Latent Space NeRF,"5,5,6,6","5,4,3,3",5.25,5.5,3.75,-0.9,Poster
2946,Investigating the Benefits of Projection Head for Representation Learning,"5,5,6,6","4,4,4,3",5.25,5.5,3.75,-0.58,Poster
2956,A Variational Perspective on Solving Inverse Problems with Diffusion Models,"5,5,6,6","4,4,3,5",5.25,5.5,4,0,Poster
2959,Efficient Dynamics Modeling in Interactive Environments with Koopman Theory,"3,5,6,8","5,3,3,4",4.75,5.5,3.75,-0.42,Poster
2961,JointNet: Extending Text-to-Image Diffusion for Dense Distribution Modeling,"3,5,6,8","4,3,3,3",5.5,5.5,3.25,-0.8,Poster
2974,Graph-based Virtual Sensing from Sparse and Partial Multivariate Observations,"3,5,6,8","5,4,4,2",5.67,5.5,3.75,-0.95,Poster
2980,Chain-of-Table: Evolving Tables in the Reasoning Chain for Table Understanding,"5,5,6,6","3,4,3,3",5,5.5,3.25,-0.58,Poster
2985,Large Multilingual Models Pivot Zero-Shot Multimodal Learning across Languages,"3,5,6,8","4,4,4,4",5.5,5.5,4,0,Spotlight
2986,Quantifying the Plausibility of Context Reliance in Neural Machine Translation,"3,5,6,8","2,2,2,4",5.5,5.5,2.5,0.8,Poster
2991,ECoFLaP: Efficient Coarse-to-Fine Layer-Wise Pruning for Vision-Language Models,"5,5,6,6","4,4,4,4",5.5,5.5,4,0,Poster
2992,Expected flow networks in stochastic environments and two-player zero-sum games,"3,5,6,8","5,4,3,3",5.25,5.5,3.75,-0.92,Poster
2994,Get more for less: Principled Data Selection for Warming Up Fine-Tuning in LLMs,"3,5,6,8","4,3,3,4",5.5,5.5,3.5,0,Poster
3005,Unifying Feature and Cost Aggregation with Transformers for Dense Correspondence,"5,5,6,6","4,4,3,4",5.25,5.5,3.75,-0.58,Poster
3013,Grokking in Linear Estimators -- A Solvable Model that Groks without Understanding,"3,5,6,8","4,4,4,3",5.5,5.5,3.75,-0.8,Poster
3014,InstructCV: Instruction-Tuned Text-to-Image Diffusion Models as Vision Generalists,"3,5,6,8","5,5,3,3",5,5.5,4,-0.83,Poster
3015,LLM Blueprint: Enabling Text-to-Image Generation with Complex and Detailed Prompts,"5,5,6,6","4,3,4,4",5.25,5.5,3.75,0.58,Poster
3017,Towards Green AI in Fine-tuning Large Language Models via Adaptive Backpropagation,"5,5,6,6","4,5,4,4",4.5,5.5,4.25,-0.58,Poster
3018,Unleashing Large-Scale Video Generative Pre-training for Visual Robot Manipulation,"3,5,6,8","4,4,3,5",5,5.5,4,0.39,Poster
3020,Out-of-Distribution Detection by Leveraging Between-Layer Transformation Smoothness,"5,5,6,6","4,3,2,4",5.25,5.5,3.25,-0.3,Poster
3021,SEINE: Short-to-Long Video Diffusion Model for Generative Transition and Prediction,"5,5,6,6","3,3,4,4",4.75,5.5,3.5,1,Poster
3029,Steve-Eye: Equipping LLM-based Embodied Agents with Visual Perception in Open Worlds,"5,5,6,6","3,4,3,4",5.5,5.5,3.5,0,Poster
3031,Exploring the Relationship Between Model Architecture and In-Context Learning Ability,"5,5,6,6","4,2,3,4",4.75,5.5,3.25,0.3,Poster
3033,Outliers with Opposing Signals Have an Outsized Effect on Neural Network Optimization,"3,5,6,8","2,2,3,4",5.5,5.5,2.75,0.92,Poster
3035,RobustTSF: Towards Theory and Design of Robust Time Series Forecasting with Anomalies,"5,5,6,6","4,3,4,4",4.75,5.5,3.75,0.58,Poster
3040,Mathematical Justification of Hard Negative Mining via Isometric Approximation Theorem,"3,5,6,8","4,3,4,5",5.5,5.5,4,0.59,Poster
